Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
a3,com.nonononoki.alovoa,Tools,calcDistanceKm,7,1,4,175,0,,
a3,com.nonononoki.alovoa,Tools,usersCompatible,8,2,2,188,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa,Tools,convertPrefAgeToRelativeYear,4,1,2,205,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa,Tools,convertPrefAgeToExactYear,4,1,2,210,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa,Tools,largeNumberToString,19,4,1,219,0,,
a3,com.nonononoki.alovoa,Tools,getCountryEmoji,8,2,1,238,0,,
a3,com.nonononoki.alovoa,Tools,isURLValid,10,1,1,247,0,,
a3,com.nonononoki.alovoa,Tools,getAuthParams,9,2,6,257,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig; com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa,Tools,getAuthParams,3,1,5,269,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.util,AuthTestUtil,setAuthTo,3,1,1,15,0,com.nonononoki.alovoa.util.AuthTestUtil,com.nonononoki.alovoa.util.AuthTestUtil; com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa.util,AuthTestUtil,setAuthTo,4,1,3,24,0,,
a3,com.nonononoki.alovoa.runner,TextEncryptorConverterTest,decrypt,5,1,0,33,1,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.runner,TextEncryptorConverterTest,encrypt,5,1,0,40,1,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.html,PrivacyResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.PrivacyResource,com.nonononoki.alovoa.html.PrivacyResource
a3,com.nonononoki.alovoa.html,DonateListResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.DonateListResource,com.nonononoki.alovoa.html.DonateListResource
a3,com.nonononoki.alovoa.html,UserProfileResourceTest,before,4,1,0,77,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,UserProfileResourceTest,after,3,1,0,85,0,,
a3,com.nonononoki.alovoa.html,UserProfileResourceTest,test,17,1,0,90,1,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,MessageResourceTest,before,4,1,0,69,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,MessageResourceTest,after,3,1,0,77,0,,
a3,com.nonononoki.alovoa.html,MessageResourceTest,test,24,1,0,82,1,com.nonononoki.alovoa.html.MessageResource,com.nonononoki.alovoa.html.MessageResource; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,ImprintResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.ImprintResource,com.nonononoki.alovoa.html.ImprintResource
a3,com.nonononoki.alovoa.html,PasswordResourceTest,before,4,1,0,65,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,PasswordResourceTest,after,3,1,0,73,0,,
a3,com.nonononoki.alovoa.html,PasswordResourceTest,test,6,1,0,78,1,com.nonononoki.alovoa.html.PasswordResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.PasswordResource
a3,com.nonononoki.alovoa.html,BlockedUsersResourceTest,before,4,1,0,67,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,BlockedUsersResourceTest,after,3,1,0,75,0,,
a3,com.nonononoki.alovoa.html,BlockedUsersResourceTest,test,13,1,0,80,1,com.nonononoki.alovoa.html.BlockedUsersResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.BlockedUsersResource
a3,com.nonononoki.alovoa.html,TermsConditionsResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.TermsConditionsResource,com.nonononoki.alovoa.html.TermsConditionsResource
a3,com.nonononoki.alovoa.html,DonateResourceTest,before,4,1,0,65,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,DonateResourceTest,after,3,1,0,73,0,,
a3,com.nonononoki.alovoa.html,DonateResourceTest,test,5,1,0,78,1,com.nonononoki.alovoa.html.DonateResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.DonateResource
a3,com.nonononoki.alovoa.html,LoginResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.LoginResource,com.nonononoki.alovoa.html.LoginResource
a3,com.nonononoki.alovoa.html,SearchResourceTest,before,4,1,0,65,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,SearchResourceTest,after,3,1,0,73,0,,
a3,com.nonononoki.alovoa.html,SearchResourceTest,test,5,1,0,78,1,com.nonononoki.alovoa.html.SearchResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.SearchResource
a3,com.nonononoki.alovoa.html,RegisterResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.RegisterResource,com.nonononoki.alovoa.html.RegisterResource
a3,com.nonononoki.alovoa.html,FaqResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.FaqResource,com.nonononoki.alovoa.html.FaqResource
a3,com.nonononoki.alovoa.html,NotificationResourceTest,before,4,1,0,67,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,NotificationResourceTest,after,3,1,0,75,0,,
a3,com.nonononoki.alovoa.html,NotificationResourceTest,test,14,1,0,80,1,com.nonononoki.alovoa.html.NotificationResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.NotificationResource
a3,com.nonononoki.alovoa.html,TosResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.TosResource,com.nonononoki.alovoa.html.TosResource
a3,com.nonononoki.alovoa.html,IndexResourceTest,test,3,1,0,17,1,com.nonononoki.alovoa.html.IndexResource,com.nonononoki.alovoa.html.IndexResource
a3,com.nonononoki.alovoa.html,AdminResourceTest,test,5,1,0,29,1,com.nonononoki.alovoa.html.AdminResource,com.nonononoki.alovoa.html.AdminResource; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,ProfileResourceTest,before,4,1,0,65,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,ProfileResourceTest,after,3,1,0,73,0,,
a3,com.nonononoki.alovoa.html,ProfileResourceTest,test,5,1,0,78,1,com.nonononoki.alovoa.html.ProfileResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.ProfileResource
a3,com.nonononoki.alovoa.html,DeleteAccountResourceTest,before,4,1,0,65,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.html,DeleteAccountResourceTest,after,3,1,0,73,0,,
a3,com.nonononoki.alovoa.html,DeleteAccountResourceTest,test,5,1,0,78,1,com.nonononoki.alovoa.html.DeleteAccountResource,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.DeleteAccountResource
a3,com.nonononoki.alovoa.html,InfoResource,imprint,5,1,0,31,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.html,NotificationResource,notification,21,3,0,41,0,com.nonononoki.alovoa.model.NotificationDto,com.nonononoki.alovoa.model.NotificationDto; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,ApiResource,resourceDonate,3,1,0,56,0,com.nonononoki.alovoa.html.DonateResource,com.nonononoki.alovoa.html.DonateResource
a3,com.nonononoki.alovoa.html,ApiResource,resourceChats,3,1,0,63,0,com.nonononoki.alovoa.html.MessageResource,com.nonononoki.alovoa.html.MessageResource
a3,com.nonononoki.alovoa.html,ApiResource,resourceChatsDetail,3,1,1,70,0,com.nonononoki.alovoa.html.MessageResource,com.nonononoki.alovoa.html.MessageResource
a3,com.nonononoki.alovoa.html,ApiResource,resourceNotification,3,1,0,77,0,com.nonononoki.alovoa.html.NotificationResource,com.nonononoki.alovoa.html.NotificationResource
a3,com.nonononoki.alovoa.html,ApiResource,resourceProfile,3,1,0,84,0,com.nonononoki.alovoa.html.ProfileResource,com.nonononoki.alovoa.html.ProfileResource
a3,com.nonononoki.alovoa.html,ApiResource,resourceProfileView,3,1,1,91,0,com.nonononoki.alovoa.html.UserProfileResource,com.nonononoki.alovoa.html.UserProfileResource
a3,com.nonononoki.alovoa.html,ApiResource,resourceSearch,3,1,0,98,0,com.nonononoki.alovoa.html.SearchResource,com.nonononoki.alovoa.html.SearchResource
a3,com.nonononoki.alovoa.html,ApiResource,userOnboarding,3,1,0,105,0,com.nonononoki.alovoa.html.ProfileOnboardingResource,com.nonononoki.alovoa.html.ProfileOnboardingResource
a3,com.nonononoki.alovoa.html,ApiResource,blockedUsers,3,1,0,112,0,com.nonononoki.alovoa.html.BlockedUsersResource,com.nonononoki.alovoa.html.BlockedUsersResource
a3,com.nonononoki.alovoa.html,ApiResource,likedUsers,3,1,0,119,0,com.nonononoki.alovoa.html.LikedUsersResource,com.nonononoki.alovoa.html.LikedUsersResource
a3,com.nonononoki.alovoa.html,ApiResource,dislikedUsers,3,1,0,126,0,com.nonononoki.alovoa.html.DislikedUsersResource,com.nonononoki.alovoa.html.DislikedUsersResource
a3,com.nonononoki.alovoa.html,DislikedUsersResource,dislikedUsers,13,2,0,38,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,FaqResource,faq,4,1,0,10,0,,
a3,com.nonononoki.alovoa.html,UserProfileResource,profileView,3,1,1,43,0,com.nonononoki.alovoa.html.UserProfileResource,com.nonononoki.alovoa.html.UserProfileResource
a3,com.nonononoki.alovoa.html,UserProfileResource,profileViewModal,3,1,1,50,0,com.nonononoki.alovoa.html.UserProfileResource,com.nonononoki.alovoa.html.UserProfileResource
a3,com.nonononoki.alovoa.html,UserProfileResource,data,32,6,2,57,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,DonateResource,donate,6,1,0,34,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,DeleteAccountResource,deleteAccount,14,2,1,43,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,TermsConditionsResource,termsConditions,4,1,0,21,0,,
a3,com.nonononoki.alovoa.html,ProfileOnboardingResource,onboarding,20,3,0,35,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.html,TosResource,tosConditions,9,1,0,40,0,com.nonononoki.alovoa.service.PublicService,com.nonononoki.alovoa.service.PublicService
a3,com.nonononoki.alovoa.html,DonateListResource,donateList,4,1,0,10,0,,
a3,com.nonononoki.alovoa.html,IndexResource,index,13,3,0,25,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,BlockedUsersResource,blockedUsers,13,2,0,38,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,AdminResource,admin,13,2,0,42,0,com.nonononoki.alovoa.repo.ContactRepository,com.nonononoki.alovoa.repo.ContactRepository; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.repo.UserReportRepository
a3,com.nonononoki.alovoa.html,PasswordResource,passwordReset,6,1,0,37,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,PasswordResource,passwordChange,7,1,1,47,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,SearchResource,search,28,5,0,46,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,ErrorResource,error,3,1,0,10,0,,
a3,com.nonononoki.alovoa.html,AdminVerificationResource,admin,12,2,0,40,0,com.nonononoki.alovoa.repo.UserVerificationPictureRepository,com.nonononoki.alovoa.repo.UserVerificationPictureRepository; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserVerificationDto; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,RegisterResource,register,10,2,0,33,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,RegisterResource,registerOauth,7,1,1,46,0,,
a3,com.nonononoki.alovoa.html,RegisterResource,registerConfirm,9,1,1,54,0,com.nonononoki.alovoa.service.RegisterService,com.nonononoki.alovoa.service.RegisterService
a3,com.nonononoki.alovoa.html,MessageResource,chats,17,3,0,52,0,com.nonononoki.alovoa.model.ConversationDto,com.nonononoki.alovoa.model.ConversationDto; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.ConversationRepository; com.nonononoki.alovoa.entity.user.Conversation; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,MessageResource,chatsDetail,18,3,1,76,0,com.nonononoki.alovoa.entity.user.Conversation,com.nonononoki.alovoa.entity.user.Conversation; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,LikedUsersResource,likedUsers,13,2,0,38,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,LoginResource,login,8,2,0,24,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.html,ProfileResource,profile,39,4,0,58,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.ProfileResource; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.html,ProfileResource,warning,11,1,1,105,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.html.ProfileResource
a3,com.nonononoki.alovoa.html,ProfileResource,getWarnings,29,6,1,121,0,,
a3,com.nonononoki.alovoa.html,ImprintResource,imprint,5,1,0,14,0,,
a3,com.nonononoki.alovoa.html,PrivacyResource,privacy,8,1,0,36,0,com.nonononoki.alovoa.service.PublicService,com.nonononoki.alovoa.service.PublicService
a3,com.nonononoki.alovoa.service,SearchAndMessageServiceTest,before,4,1,0,117,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,SearchAndMessageServiceTest,after,3,1,0,125,0,,
a3,com.nonononoki.alovoa.service,SearchAndMessageServiceTest,test,199,2,0,130,1,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.MessageService; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.SearchService; com.nonononoki.alovoa.entity.User; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,NotificationServiceTest,before,4,1,0,75,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,NotificationServiceTest,after,3,1,0,83,0,,
a3,com.nonononoki.alovoa.service,NotificationServiceTest,test,19,2,0,88,1,com.nonononoki.alovoa.service.NotificationService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.NotificationService
a3,com.nonononoki.alovoa.service,CaptchaServiceTest,test,5,1,0,25,1,com.nonononoki.alovoa.service.CaptchaService,com.nonononoki.alovoa.service.CaptchaService
a3,com.nonononoki.alovoa.service,ScheduleServiceTest,before,4,1,0,90,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,ScheduleServiceTest,after,3,1,0,98,0,,
a3,com.nonononoki.alovoa.service,ScheduleServiceTest,test,46,1,0,103,1,com.nonononoki.alovoa.service.ScheduleService,com.nonononoki.alovoa.service.ScheduleService
a3,com.nonononoki.alovoa.service,ScheduleServiceTest,generateCaptcha,9,1,1,167,0,,
a3,com.nonononoki.alovoa.service,RegisterServiceTest,test,12,1,0,96,1,,
a3,com.nonononoki.alovoa.service,RegisterServiceTest,getTestUsers,40,2,4,115,0,com.nonononoki.alovoa.service.RegisterService,com.nonononoki.alovoa.service.RegisterService; com.nonononoki.alovoa.service.CaptchaService
a3,com.nonononoki.alovoa.service,RegisterServiceTest,deleteAllUsers,21,4,5,170,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.CaptchaService
a3,com.nonononoki.alovoa.service,RegisterServiceTest,createTestUserDto,16,2,4,193,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailServiceTest,before,3,1,0,62,0,,
a3,com.nonononoki.alovoa.service,MailServiceTest,after,3,1,0,67,0,,
a3,com.nonononoki.alovoa.service,MailServiceTest,test,20,1,0,72,1,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,PasswordServiceTest,before,4,1,0,79,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,PasswordServiceTest,after,3,1,0,87,0,,
a3,com.nonononoki.alovoa.service,PasswordServiceTest,test,23,2,0,92,1,com.nonononoki.alovoa.service.PasswordService,com.nonononoki.alovoa.service.PasswordService; com.nonononoki.alovoa.service.CaptchaService; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,AdminServiceTest,before,4,1,0,90,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,AdminServiceTest,after,3,1,0,98,0,,
a3,com.nonononoki.alovoa.service,AdminServiceTest,test,28,1,0,103,1,com.nonononoki.alovoa.service.AdminService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.AdminService; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.service,AdminServiceTest,contactTest,12,1,0,142,0,com.nonononoki.alovoa.service.ImprintService,com.nonononoki.alovoa.service.ImprintService; com.nonononoki.alovoa.service.CaptchaService
a3,com.nonononoki.alovoa.service,AdminServiceTest,reportTest,10,1,2,156,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserServiceTest,before,4,1,0,84,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,UserServiceTest,after,3,1,0,92,0,,
a3,com.nonononoki.alovoa.service,UserServiceTest,test,123,1,0,97,1,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.entity.User; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserServiceTest,testGetInterestAutocomplete,47,1,0,255,1,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserServiceTest,testVerificationProcess,44,1,0,314,1,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,UserServiceTest,testGenerateVerificationCode,9,1,0,370,1,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserServiceTest,removeAllInterests,7,1,1,382,0,,
a3,com.nonononoki.alovoa.service,UserServiceTest,deleteTest,11,1,1,389,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.CaptchaService
a3,com.nonononoki.alovoa.service,DonateServiceTest,before,4,1,0,81,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,DonateServiceTest,after,3,1,0,89,0,,
a3,com.nonononoki.alovoa.service,DonateServiceTest,test,23,1,0,94,1,com.nonononoki.alovoa.service.DonateService,com.nonononoki.alovoa.service.DonateService
a3,com.nonononoki.alovoa.service,DonateServiceTest,testWithRealDataKofi,9,1,0,130,1,com.nonononoki.alovoa.service.DonateService,com.nonononoki.alovoa.service.DonateService
a3,com.nonononoki.alovoa.service,RegisterService,register,33,7,1,112,0,com.nonononoki.alovoa.service.RegisterService,com.nonononoki.alovoa.service.RegisterService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.PublicService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,RegisterService,registerOauth,35,6,1,156,0,com.nonononoki.alovoa.service.RegisterService,com.nonononoki.alovoa.service.RegisterService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.PublicService; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.service,RegisterService,createUserToken,7,1,1,201,0,com.nonononoki.alovoa.service.RegisterService,com.nonononoki.alovoa.service.RegisterService; com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,RegisterService,generateToken,7,1,1,209,0,,
a3,com.nonononoki.alovoa.service,RegisterService,registerConfirm,34,6,1,217,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.repo.UserRegisterTokenRepository; com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,RegisterService,registerBase,73,9,2,264,0,com.nonononoki.alovoa.service.PublicService,com.nonononoki.alovoa.service.PublicService; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa.service,RegisterService,isValidEmailAddress,13,2,1,355,0,,
a3,com.nonononoki.alovoa.service,AdminService,hideContact,9,2,1,63,0,com.nonononoki.alovoa.service.AdminService,com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,sendMailSingle,4,1,1,76,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,sendMailAll,5,1,1,83,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,deleteReport,15,2,1,91,0,com.nonononoki.alovoa.service.AdminService,com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,removeImages,11,2,1,108,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,removeDescription,9,2,1,124,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,banUser,50,3,1,138,0,com.nonononoki.alovoa.entity.User,com.nonononoki.alovoa.entity.User; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.AdminService
